,timestep,episode,reward,obs_ax0,obs_ax1,obs_ax2,obs_ax3
25,25,73.0,29.0,-0.030628043583978352,-0.25416675466697,0.16401424574337528,0.7700845202203784
26,26,73.0,29.0,-0.03571137867731775,-0.061636162067638556,0.17941593614778284,0.5331686194956472
27,27,73.0,29.0,-0.03694410191867052,-0.2587674876195457,0.19007930853769578,0.8765848514066821
28,28,73.0,29.0,-0.04211945167106144,-0.45589373751435125,0.20761100556582943,1.2224960520524604
29,29,73.0,29.0,-0.05123732642134846,-0.26396055079506575,0.23206092660687863,1.0013786958623228
0,0,74.0,9.0,0.03390172620322128,-0.049511834789454236,-0.04590496644058289,-0.019197799861964616
1,1,74.0,9.0,0.032911489507432196,0.14623735843476568,-0.04628892243782218,-0.32600359298380344
2,2,74.0,9.0,0.03583623667612751,0.3419867471286066,-0.052808994297498246,-0.6329172470802067
3,3,74.0,9.0,0.04267597161869964,0.5378040994939959,-0.06546733923910238,-0.9417524296588167
4,4,74.0,9.0,0.053432053608579555,0.7337443009045065,-0.08430238783227871,-1.254266762676495
5,5,74.0,9.0,0.06810693962666968,0.9298385853495214,-0.1093877230858086,-1.572119147633756
6,6,74.0,9.0,0.0867037113336601,0.7361785726913072,-0.14083010603848373,-1.31546124373684
7,7,74.0,9.0,0.10142728278748625,0.9327732480520846,-0.16713933091322053,-1.6487010975344893
8,8,74.0,9.0,0.12008274774852795,0.7399532280300911,-0.20011335286391033,-1.412412067621372
9,9,74.0,9.0,0.13488181230912977,0.547793891172699,-0.22836159421633778,-1.1883665893162294
0,0,75.0,11.0,0.03832069152457823,0.016232387561479864,0.01690848812542438,-0.03586790551177399
1,1,75.0,11.0,0.03864533927580783,0.21110783748671935,0.0161911300151889,-0.32316843702749226
2,2,75.0,11.0,0.04286749602554221,0.015759118832787022,0.009727761274639056,-0.025423782357438085
3,3,75.0,11.0,0.04318267840219795,-0.17950097582648677,0.009219285627490295,0.2703124184493322
4,4,75.0,11.0,0.039592658885668215,-0.37475326612774906,0.014625533996476939,0.5658888389332379
5,5,75.0,11.0,0.03209759356311323,-0.5700773129251802,0.025943310775141698,0.8631433276133913
6,6,75.0,11.0,0.020696047304609624,-0.7655426834948654,0.04320617732740953,1.1638691975321183
7,7,75.0,11.0,0.005385193634712316,-0.9611997133915103,0.0664835612780519,1.469779513783544
8,8,75.0,11.0,-0.013838800633117892,-1.1570690593238553,0.09587915155372279,1.78246622652309
9,9,75.0,11.0,-0.036980181819595,-1.3531294301218275,0.13152847608418458,2.1033513602420366
10,10,75.0,11.0,-0.06404277042203155,-1.1595496744648768,0.17359550328902532,1.854047740864296
11,11,75.0,11.0,-0.08723376391132909,-0.9667093255127064,0.21067645810631125,1.6199159004453711
0,0,76.0,14.0,-0.029265732245978407,0.001782030239187271,-0.012093964731677245,-0.046017030310233686
1,1,76.0,14.0,-0.029230091641194663,0.19707529474086216,-0.013014305337881919,-0.34249104300092253
2,2,76.0,14.0,-0.02528858574637742,0.392379959475854,-0.01986412619790037,-0.639249328837784
3,3,76.0,14.0,-0.01744098655686034,0.5877731569898615,-0.03264911277465605,-0.9381209718549071
4,4,76.0,14.0,-0.005685523417063109,0.3931062595300162,-0.05141153221175419,-0.6558733767614378
5,5,76.0,14.0,0.0021766017735372154,0.5889048277707934,-0.06452899974698295,-0.9642915043386551
6,6,76.0,14.0,0.013954698328953085,0.3947063380165676,-0.08381482983375606,-0.6925584024319864
7,7,76.0,14.0,0.021848825089284436,0.20084103559773658,-0.09766599788239579,-0.427393987253038
8,8,76.0,14.0,0.02586564580123917,0.39720077863392445,-0.10621387762745654,-0.7491981400182679
9,9,76.0,14.0,0.03380966137391766,0.5936149827959474,-0.1211978404278219,-1.0733273387925448
10,10,76.0,14.0,0.045681961029836606,0.40028510509002685,-0.1426643872036728,-0.8210047673795241
11,11,76.0,14.0,0.05368766313163714,0.5970408872796842,-0.15908448255126328,-1.1549412796179122
12,12,76.0,14.0,0.06562848087723083,0.40430988580393423,-0.18218330814362152,-0.9160690864619432
13,13,76.0,14.0,0.07371467859330952,0.21205670835084325,-0.20050468987286038,-0.6857279600672606
14,14,76.0,14.0,0.07795581276032638,0.020199318394947763,-0.2142192490742056,-0.4622615247835595
0,0,77.0,10.0,-0.011910725889559451,-0.009417728956250315,0.0037465817250972103,0.011635147931669296
1,1,77.0,10.0,-0.012099080468684457,-0.20459321018132967,0.003979284683730596,0.3054978074816281
2,2,77.0,10.0,-0.016190944672311053,-0.3997716411010934,0.010089240833363159,0.5994330425289318
3,3,77.0,10.0,-0.024186377494332924,-0.5950332858866082,0.022077901683941796,0.8952767891460154
4,4,77.0,10.0,-0.03608704321206509,-0.7904475322735801,0.0399834374668621,1.1948170987988282
5,5,77.0,10.0,-0.05189599385753669,-0.5958654676208099,0.06387977944283867,0.9149292746505379
6,6,77.0,10.0,-0.06381330320995289,-0.7917905041219749,0.08217836493584943,1.2269852956028129
7,7,77.0,10.0,-0.07964911329239238,-0.9878684762384922,0.10671807084790569,1.5442429396887776
8,8,77.0,10.0,-0.09940648281716222,-1.184098612636898,0.13760292964168125,1.868229215799759
9,9,77.0,10.0,-0.12308845506990018,-1.3804317946408269,0.17496751395767643,2.2002729875967355
10,10,77.0,10.0,-0.15069709096271672,-1.5767546551689544,0.21897297370961114,2.5414395369096785
0,0,78.0,41.0,0.010552831387002769,0.03849745694837474,0.041385284548726864,0.043011867597486195
1,1,78.0,41.0,0.011322780525970263,-0.1571927572663389,0.04224552190067659,0.3484596504137088
2,2,78.0,41.0,0.008178925380643486,0.03730367143267918,0.04921471490895077,0.06939179408297791
3,3,78.0,41.0,0.008924998809297069,-0.1584880492043307,0.05060255079061032,0.377187064188288
4,4,78.0,41.0,0.005755237825210454,-0.3542908014436046,0.058146292074376084,0.6853860423480943
5,5,78.0,41.0,-0.0013305782036616386,-0.16002224744982407,0.07185401292133797,0.4115610662796196
6,6,78.0,41.0,-0.00453102315265812,-0.35608534191168695,0.08008523424693037,0.7260037357310039
7,7,78.0,41.0,-0.011652729990891859,-0.162156702257231,0.09460530896155045,0.45956301849435593
8,8,78.0,41.0,-0.01489586403603648,0.031509563390091394,0.10379656933143756,0.19813514888140882
9,9,78.0,41.0,-0.014265672768234651,0.2250055669232988,0.10775927230906573,-0.06008532932051647
10,10,78.0,41.0,-0.009765561429768675,0.4184306962360551,0.1065575657226554,-0.3169201568873021
11,11,78.0,41.0,-0.0013969475050475723,0.22196512725353887,0.10021916258490936,0.007375373068159108
12,12,78.0,41.0,0.0030423550400232053,0.41551762934998343,0.10036667004627255,-0.2520814506645343
13,13,78.0,41.0,0.011352707627022875,0.21911641066053647,0.09532504103298187,0.07049607640737482
14,14,78.0,41.0,0.015735035840233606,0.022766243854232926,0.09673496256112936,0.39166732151534667
15,15,78.0,41.0,0.016190360717318265,0.216391804006653,0.10456830899143629,0.13098257687607345
16,16,78.0,41.0,0.020518196797451326,0.019939452515297496,0.10718796052895777,0.45473857243564847
17,17,78.0,41.0,0.020916985847757277,0.2133954897931871,0.11628273197767074,0.19767287200176675
18,18,78.0,41.0,0.02518489564362102,0.4066788194688905,0.12023618941770607,-0.056184063862454336
19,19,78.0,41.0,0.03331847203299883,0.2100564346979411,0.11911250814045699,0.27188451948268977
20,20,78.0,41.0,0.03751960072695765,0.4032951596758094,0.12455019853011078,0.01901655373846106
21,21,78.0,41.0,0.045585503920473835,0.2066275173135283,0.12493052960487999,0.3482559895091728
22,22,78.0,41.0,0.0497180542667444,0.3997716805794411,0.13189564939506346,0.0974318051523333
23,23,78.0,41.0,0.057713487878333226,0.5927808724793819,0.13384428549811012,-0.15090238615070697
24,24,78.0,41.0,0.06956910532792086,0.7857576605619945,0.13082623777509597,-0.398545818042654
25,25,78.0,41.0,0.08528425853916075,0.9788045362313574,0.1228553214142429,-0.6472883039170432
26,26,78.0,41.0,0.1048603492637879,1.1720200151566966,0.10990955533590203,-0.8988983867976863
27,27,78.0,41.0,0.12830074956692183,0.9755938573968531,0.09193158759994831,-0.5737886063132414
28,28,78.0,41.0,0.1478126267148589,1.1693148189099523,0.08045581547368348,-0.8361531685153283
29,29,78.0,41.0,0.17119892309305795,1.3632510498658084,0.06373275210337692,-1.1024879919751005
30,30,78.0,41.0,0.19846394409037413,1.1673512206045802,0.04168299226387491,-0.790510088026479
31,31,78.0,41.0,0.22181096850246573,1.3618767580776825,0.02587279050334533,-1.06979369264737
32,32,78.0,41.0,0.24904850366401937,1.55664716825623,0.004476916650397931,-1.354245776905492
33,33,78.0,41.0,0.280181447029144,1.3614693088914767,-0.02260799888771191,-1.0601657126855706
34,34,78.0,41.0,0.30741083320697354,1.1666539752604574,-0.04381131314142332,-0.7746635752750097
35,35,78.0,41.0,0.3307439127121827,1.3623503320258674,-0.059304584646923515,-1.0808028421301217
36,36,78.0,41.0,0.3579909193527,1.558202916086626,-0.08092064148952595,-1.391490583951828
37,37,78.0,41.0,0.3891549776744325,1.7542339141231365,-0.10875045316856251,-1.7083395888689337
38,38,78.0,41.0,0.4242396559568953,1.5605172825687674,-0.14291724494594119,-1.4513908633723132
39,39,78.0,41.0,0.45545000160827065,1.7570765912959216,-0.17194506221338746,-1.7850986338170025
40,40,78.0,41.0,0.4905915334341891,1.953663145594376,-0.20764703488972752,-2.1259332390404935
41,41,78.0,41.0,0.5296647963460767,1.7611240318537695,-0.25016569967053737,-1.9039390198411874
0,0,79.0,20.0,0.006865927123993074,-0.024973344117505715,-0.010402697987948607,0.02104916808732063
1,1,79.0,20.0,0.006366460241642959,0.17029623561690088,-0.009981714626202195,-0.2748976912167225
2,2,79.0,20.0,0.009772384953980976,-0.024681887202286812,-0.015479668450536645,0.014620347834993608
3,3,79.0,20.0,0.00927874720993524,0.17065860175918068,-0.015187261493836772,-0.2829061214462651
4,4,79.0,20.0,0.012691919245118853,0.3659938447824641,-0.020845383922762074,-0.5803400788836156
5,5,79.0,20.0,0.020011796140768135,0.17117010489650566,-0.03245218550043438,-0.2942960583734891
6,6,79.0,20.0,0.02343519823869825,-0.023474508920406922,-0.038338106667904166,-0.012022133771841137
7,7,79.0,20.0,0.02296570806029011,-0.21802626636163608,-0.03857854934334099,0.26832242058112793
8,8,79.0,20.0,0.01860518273305739,-0.022375596057519043,-0.03321210093171843,-0.03627450143596356
9,9,79.0,20.0,0.01815767081190701,0.17320649275394545,-0.033937590960437705,-0.33924841052735877
10,10,79.0,20.0,0.02162180066698592,0.368794498319191,-0.040722559170984884,-0.6424372187904706
11,11,79.0,20.0,0.02899769063336974,0.17426312154769885,-0.0535713035467943,-0.36285119128611526
12,12,79.0,20.0,0.03248295306432372,-0.02005811900706217,-0.0608283273725166,-0.08752992097459023
13,13,79.0,20.0,0.03208179068418248,0.17588061210210715,-0.06257892579200841,-0.3987669446024926
14,14,79.0,20.0,0.03559940292622463,0.3718319177943488,-0.07055426468405826,-0.7105047622936791
15,15,79.0,20.0,0.0430360412821116,0.5678563654213911,-0.08476435992993184,-1.0245356427641221
16,16,79.0,20.0,0.05439316859053942,0.763998574779148,-0.10525507278521429,-1.342583518644659
17,17,79.0,20.0,0.06967314008612238,0.9602756354575955,-0.13210674315810747,-1.666257639018656
18,18,79.0,20.0,0.0888786527952743,1.156664096470734,-0.1654318959384806,-1.9970000190368813
19,19,79.0,20.0,0.11201193472468897,1.353085050683505,-0.2053718963192182,-2.3360243763652684
20,20,79.0,20.0,0.13907363573835907,1.1603271649830005,-0.25209238384652355,-2.1129194862451257
0,0,80.0,17.0,-0.03683064534297531,0.033811739661779944,0.0018243353467842782,-0.027180406136531866
1,1,80.0,17.0,-0.03615441054973971,0.22890748110462433,0.0012807272240536408,-0.31928717701833914
2,2,80.0,17.0,-0.031576260927647225,0.03376731320146853,-0.005105016316313142,-0.02620063152342067
3,3,80.0,17.0,-0.030900914663617853,-0.16128105736657466,-0.005629028946781555,0.26486724366430076
4,4,80.0,17.0,-0.03412653581094935,0.03392078282371977,-0.00033168407349554,-0.029585803534774524
5,5,80.0,17.0,-0.03344812015447495,0.22904748902390343,-0.0009234001441910305,-0.3223733618508202
6,6,80.0,17.0,-0.028867170373996883,0.03393869925576831,-0.007370867381207435,-0.029981781574661248
7,7,80.0,17.0,-0.028188396388881518,0.2291655731276736,-0.00797050301270066,-0.32498115284521467
8,8,80.0,17.0,-0.023605084926328047,0.4244000994165018,-0.014470126069604954,-0.6201669431233034
9,9,80.0,17.0,-0.015117082937998011,0.6197211227997911,-0.026873464932071024,-0.9173718744350188
10,10,80.0,17.0,-0.00272266048200219,0.4249726177501445,-0.0452209024207714,-0.6332544413281959
11,11,80.0,17.0,0.005776791873000701,0.6206952675150169,-0.05788599124733532,-0.9398287023544101
12,12,80.0,17.0,0.01819069722330104,0.8165477153939391,-0.07668256529442352,-1.250124295371071
13,13,80.0,17.0,0.03452165153117982,1.012564125110964,-0.10168505120184494,-1.5658074554715284
14,14,80.0,17.0,0.054772934033399105,1.2087436364786042,-0.13300120031127552,-1.888400595644454
15,15,80.0,17.0,0.0789478067629712,1.0152942600710613,-0.1707692122241646,-1.639776413289735
16,16,80.0,17.0,0.09925369196439242,1.2119565755400163,-0.20356474048995932,-1.9804414955030387
17,17,80.0,17.0,0.12349282347519275,1.408556468110747,-0.24317357040002008,-2.328687838817571
0,0,81.0,10.0,-0.028737942940503382,0.030944670119763026,0.012740243951468791,-0.0052673522752136465
1,1,81.0,10.0,-0.02811904953810812,-0.16435765532061503,0.012634896905964518,0.29140789140225126
2,2,81.0,10.0,-0.031406202644520424,-0.3596574622476369,0.018463054734009544,0.5880487796232345
3,3,81.0,10.0,-0.038599351889473166,-0.5550330393932459,0.030224030326474235,0.8864900260996949
4,4,81.0,10.0,-0.04970001267733808,-0.7505519496866698,0.04795383084846813,1.1885189601316857
5,5,81.0,10.0,-0.06471105167107148,-0.946261609062186,0.07172421005110184,1.4958390013465424
6,6,81.0,10.0,-0.0836362838523152,-0.752081294416804,0.10164099007803269,1.226386251286398
7,7,81.0,10.0,-0.09867790974065127,-0.948354166125262,0.12616871510376065,1.5491071380119714
8,8,81.0,10.0,-0.11764499306315651,-1.144744278026529,0.15715085786400007,1.8783459988123319
9,9,81.0,10.0,-0.14053987862368708,-1.3411922894330122,0.19471777784024671,2.2153992454164455
10,10,81.0,10.0,-0.16736372441234731,-1.537572281683078,0.23902576274857562,2.561288501377759
0,0,82.0,18.0,-0.035968057674339284,-0.013597271029585002,-0.019459737699605597,0.0022509680419063108
1,1,82.0,18.0,-0.036240003094930986,-0.20843481372481557,-0.01941471833876747,0.28873114600960836
2,2,82.0,18.0,-0.0404086993694273,-0.4032746053072307,-0.013640095418575303,0.5752281855875003
3,3,82.0,18.0,-0.048474191475571915,-0.2079641212488299,-0.0021355317068252958,0.27827964883323203
4,4,82.0,18.0,-0.05263347390054851,-0.012811769934806982,0.003430061269839345,-0.015076056489057743
5,5,82.0,18.0,-0.05288970929924465,-0.20798274408853473,0.0031285401400581903,0.27868711859235334
6,6,82.0,18.0,-0.05704936418101535,-0.40314918602981986,0.008702282511905256,0.5723551381239591
7,7,82.0,18.0,-0.06511234790161174,-0.20815033125816665,0.020149385274384438,0.28242637006979543
8,8,82.0,18.0,-0.06927535452677508,-0.013321492626184761,0.025797912675780348,-0.0038340464069038793
9,9,82.0,18.0,-0.06954178437929877,-0.2088037417804537,0.02572123174764227,0.2968755029798553
10,10,82.0,18.0,-0.07371785921490784,-0.40428273827900946,0.03165874180723938,0.5975582174139273
11,11,82.0,18.0,-0.08180351398048803,-0.5998330555270412,0.04360990615551792,0.9000428243909708
12,12,82.0,18.0,-0.09380017509102886,-0.7955179752978845,0.06161076264333734,1.2061083784018891
13,13,82.0,18.0,-0.10971053459698656,-0.9913795656571143,0.08573293021137512,1.5174454459761257
14,14,82.0,18.0,-0.12953812591012884,-0.7973928463453235,0.11608183913089765,1.252708699189583
15,15,82.0,18.0,-0.14548598283703532,-0.9937945641042567,0.14113601311468932,1.579380086230229
16,16,82.0,18.0,-0.16536187411912046,-0.8006073166305872,0.17272361483929388,1.333836923463335
17,17,82.0,18.0,-0.1813740204517322,-0.6080314049442752,0.1994003533085606,1.0997998816220163
18,18,82.0,18.0,-0.1935346485506177,-0.8051382159603833,0.2213963509410009,1.4478377393742523
0,0,83.0,17.0,-0.0375870118507006,0.01519564688437361,0.03368901089612754,0.024002268982371566
1,1,83.0,17.0,-0.037283098913013124,0.20981867643040253,0.03416905627577497,-0.2578639297496924
2,2,83.0,17.0,-0.033086725384405075,0.4044365714244179,0.02901177768078112,-0.539576625071623
3,3,83.0,17.0,-0.024997993955916717,0.20891905956513165,0.018220245179348664,-0.23789550531541087
4,4,83.0,17.0,-0.02081961276461408,0.013541612542438325,0.013462335073040448,0.060478476602273235
5,5,83.0,17.0,-0.020548780513765314,-0.1817707470064298,0.014671904605085911,0.35737827528863153
6,6,83.0,17.0,-0.02418419545389391,0.01313957611165495,0.02181947011085854,0.06935764324026078
7,7,83.0,17.0,-0.023921403931660812,0.20794202088068242,0.023206622975663758,-0.21636205394477254
8,8,83.0,17.0,-0.019762563514047163,0.402724660205791,0.018879381896768306,-0.5016352069316106
9,9,83.0,17.0,-0.011708070309931342,0.5975754712455286,0.008846677758136095,-0.7883091283245752
10,10,83.0,17.0,0.00024343911497922907,0.7925748015672572,-0.006919504808355409,-1.078195788519218
11,11,83.0,17.0,0.016094935146324374,0.9877874538407921,-0.028483420578739767,-1.373042075117361
12,12,83.0,17.0,0.03585068422314022,1.1832536961901057,-0.05594426208108699,-1.6744955029585564
13,13,83.0,17.0,0.059515758146942335,1.3789785630816824,-0.08943417214025812,-1.9840625290260905
14,14,83.0,17.0,0.08709532940857598,1.1849026680523975,-0.12911542272077992,-1.7203707526459513
15,15,83.0,17.0,0.11079338276962393,0.9914747634509067,-0.16352283777369894,-1.4704985369481403
16,16,83.0,17.0,0.13062287803864206,0.7986868015865136,-0.19293280851266176,-1.2330360537344411
17,17,83.0,17.0,0.14659661407037233,0.9956931844575452,-0.2175935295873506,-1.5794337845781508
0,0,84.0,19.0,-0.025022758488597963,-0.009088298137641948,0.03025793898475393,-0.01162064639237246
1,1,84.0,19.0,-0.025204524451350803,-0.20463082810150135,0.03002552605690648,0.29045336482434253
2,2,84.0,19.0,-0.02929714101338083,-0.009949595650020598,0.03583459335339333,0.00738931815067323
3,3,84.0,19.0,-0.02949613292638124,-0.2055666533419549,0.0359823797164068,0.31115964411152497
4,4,84.0,19.0,-0.033607465993220335,-0.40118227718037236,0.042205572598637296,0.6149696850540983
5,5,84.0,19.0,-0.04163111153682778,-0.2066746664180878,0.054504966299719265,0.33587284394737066
6,6,84.0,19.0,-0.04576460486518954,-0.012369048530094906,0.06122242317866668,0.060863768083191105
7,7,84.0,19.0,-0.046011985835791434,-0.20831293346612334,0.0624396985403305,0.37221709239880313
8,8,84.0,19.0,-0.0501782445051139,-0.014131021664550963,0.06988404038830656,0.09985718073398014
9,9,84.0,19.0,-0.05046086493840492,0.17992339692991616,0.07188118400298617,-0.16998475885842834
10,10,84.0,19.0,-0.04686239699980659,-0.016149862673445703,0.0684814888258176,0.14448051281734953
11,11,84.0,19.0,-0.0471853942532755,-0.21218231396897722,0.07137109908216459,0.4579577816703524
12,12,84.0,19.0,-0.05142904053265505,-0.4082368186104419,0.08053025471557164,0.7722561483184243
13,13,84.0,19.0,-0.059593776904863886,-0.21430982147103597,0.09597537768194013,0.5059586861436594
14,14,84.0,19.0,-0.0638799733342846,-0.4106439075701913,0.10609455140481332,0.827277953229111
15,15,84.0,19.0,-0.07209285148568843,-0.6070441597597342,0.12264011046939553,1.1513551822439083
16,16,84.0,19.0,-0.08423373468088312,-0.8035339938348551,0.1456672141142737,1.4798420928012537
17,17,84.0,19.0,-0.10030441455758021,-0.6104592299503235,0.17526405597029876,1.2359720159122896
18,18,84.0,19.0,-0.11251359915658668,-0.8073456801368677,0.19998349628854456,1.5780416345808796
19,19,84.0,19.0,-0.12866051275932402,-0.6150884526603397,0.23154432898016214,1.3538073924414233
0,0,85.0,27.0,0.03434316666763318,-0.029421104993400685,-0.0086072771261122,0.015833825805704915
1,1,85.0,27.0,0.033754744567765164,-0.22441856643512703,-0.008290600609998103,0.3057886749836186
2,2,85.0,27.0,0.029266373239062622,-0.41942139935826156,-0.00217482711032573,0.5958454632668582
3,3,85.0,27.0,0.02087794525189739,-0.22426907887320252,0.009742082155011433,0.30247827615686973
4,4,85.0,27.0,0.01639256367443334,-0.029287318956749325,0.015791647678148828,0.012883642041395416
5,5,85.0,27.0,0.015806817295298356,-0.22463214113929003,0.016049320518976735,0.310506891776535
6,6,85.0,27.0,0.011314174472512555,-0.4199790325386004,0.022259458354507437,0.608207789164799
7,7,85.0,27.0,0.002914593821740547,-0.6154049949003154,0.03442361413780341,0.907817853292194
8,8,85.0,27.0,-0.009393506076265762,-0.4207655363226077,0.0525799712036473,0.6261501758969307
9,9,85.0,27.0,-0.017808816802717918,-0.22641544631167868,0.06510297472158591,0.3504793206345662
10,10,85.0,27.0,-0.022337125728951492,-0.42239994290965377,0.07211256113427723,0.6629600471704384
11,11,85.0,27.0,-0.030785124587144566,-0.2283514232430553,0.085371762077686,0.3938264839040325
12,12,85.0,27.0,-0.035352153052005675,-0.034538093649118945,0.09324829175576665,0.1292340994330583
13,13,85.0,27.0,-0.036042914924988054,0.15913293251823227,0.09583297374442783,-0.13263505709711682
14,14,85.0,27.0,-0.03286025627462341,0.3527608208207723,0.09318027260248549,-0.39361241913979744
15,15,85.0,27.0,-0.025805039858207965,0.15644867239278587,0.08530802421968954,-0.07306626706715952
16,16,85.0,27.0,-0.022676066410352247,-0.039786108690826966,0.08384669887834635,0.24526563575647375
17,17,85.0,27.0,-0.023471788584168787,0.15404442622806447,0.08875201159347583,-0.019836698799964414
18,18,85.0,27.0,-0.020390900059607496,-0.042230822725861955,0.08835527761747654,0.2994762516662912
19,19,85.0,27.0,-0.021235516514124735,-0.23849379489626107,0.09434480265080236,0.6186650059043708
20,20,85.0,27.0,-0.02600539241204996,-0.4347981250149492,0.10671810276888978,0.9395082449337223
21,21,85.0,27.0,-0.03470135491234894,-0.24126401327270505,0.12550826766756423,0.6821741954436217
22,22,85.0,27.0,-0.03952663517780304,-0.048087848501369435,0.13915175157643667,0.43149181598419944
23,23,85.0,27.0,-0.040488392147830427,-0.24487756242656475,0.14778158789612067,0.7646018508531418
24,24,85.0,27.0,-0.04538594339636172,-0.44169198544411237,0.1630736249131835,1.099895430652236
25,25,85.0,27.0,-0.05421978310524397,-0.249047430858098,0.1850715335262282,0.862493773887455
26,26,85.0,27.0,-0.059200731722405926,-0.05686211455555701,0.2023214090039773,0.6332396492346363
27,27,85.0,27.0,-0.060337974013517065,-0.25414562424976817,0.21498620198867002,0.9822063656858873
0,0,86.0,13.0,0.008114741194987528,-0.006624061307761567,-0.01762832452961973,-0.04585193772412032
1,1,86.0,13.0,0.007982259968832296,-0.20148885463478117,-0.018545363284102136,0.24121737763589124
2,2,86.0,13.0,0.003952482876136672,-0.3963410488626403,-0.01372101573138431,0.5279933844354505
3,3,86.0,13.0,-0.003974338101116134,-0.5912672919718109,-0.0031611480426753,0.8163213739538866
4,4,86.0,13.0,-0.015799683940552353,-0.3961022034120961,0.013165279436402434,0.5226458278290134
5,5,86.0,13.0,-0.023721728008794275,-0.5914069570248128,0.0236181959929827,0.8194480506224174
6,6,86.0,13.0,-0.03554986714929053,-0.7868440550570123,0.040007157005431046,1.1194650416303105
7,7,86.0,13.0,-0.05128674825043078,-0.9824673560581804,0.06239645783803725,1.4244241592062514
8,8,86.0,13.0,-0.07093609537159438,-1.178302692902007,0.09088494102216228,1.7359381704404155
9,9,86.0,13.0,-0.09450214922963453,-0.9843270821863432,0.1256037044309706,1.4728590196369296
10,10,86.0,13.0,-0.11418869087336139,-0.7909445183724158,0.1550608848237092,1.2219007811313194
11,11,86.0,13.0,-0.13000758124080972,-0.5981224539611844,0.1794989004463356,0.9815433003914209
12,12,86.0,13.0,-0.1419700303200334,-0.4058005877581647,0.19912976645416403,0.7501852181041575
13,13,86.0,13.0,-0.1500860420751967,-0.6030301217719795,0.21413347081624717,1.0983413805705584
0,0,87.0,13.0,-0.04606245250334182,0.04732688874181691,0.009917024424896816,0.04321346998026869
1,1,87.0,13.0,-0.045115914728505485,0.24230523966290768,0.01078129382450219,-0.24632411742191263
2,2,87.0,13.0,-0.04026980993524733,0.4372715633836067,0.005854811476063937,-0.5355869675659779
3,3,87.0,13.0,-0.031524378667575195,0.6323106992650713,-0.004856927875255621,-0.826419352379427
4,4,87.0,13.0,-0.018878164682273768,0.43725550286906256,-0.02138531492284416,-0.5352679399371032
5,5,87.0,13.0,-0.010133054624892517,0.6326715417867181,-0.03209067372158622,-0.8346117767762349
6,6,87.0,13.0,0.002520376210841847,0.828216869979466,-0.048782909257110915,-1.1372117897665894
7,7,87.0,13.0,0.019084713610431167,0.6337657351285793,-0.0715271450524427,-0.860218568207237
8,8,87.0,13.0,0.03176002831300275,0.4396870290118975,-0.08873151641658744,-0.5908559449235681
9,9,87.0,13.0,0.0405537688932407,0.6359319101506015,-0.10054863531505881,-0.9101180557677708
10,10,87.0,13.0,0.05327240709625273,0.8322603119023338,-0.11875099643041423,-1.232634760966664
11,11,87.0,13.0,0.06991761333429941,1.0286920107672521,-0.1434036916497475,-1.5600380145080446
12,12,87.0,13.0,0.09049145354964445,1.2252094907623285,-0.1746044519399084,-1.8938047756775296
13,13,87.0,13.0,0.11499564336489103,1.0323590373011107,-0.21248054745345898,-1.6600007102301306
0,0,88.0,25.0,0.04374408902855577,0.03215905900271468,-0.029143948234970962,0.025082151632592253
1,1,88.0,25.0,0.04438727020861006,0.2276865741721733,-0.028642305202319116,-0.27665168146184854
2,2,88.0,25.0,0.04894100169205352,0.032984716842509365,-0.03417533883155609,0.006861628956295607
3,3,88.0,25.0,0.04960069602890371,-0.16163086773402496,-0.03403810625243017,0.28856895202138916
4,4,88.0,25.0,0.04636807867422321,-0.3562513118248465,-0.02826672721200239,0.570325249147433
5,5,88.0,25.0,0.03924305243772628,-0.16074458623066132,-0.01686022222905373,0.2688730003513641
6,6,88.0,25.0,0.03602816071311305,0.03461386726496832,-0.011482762222026446,-0.029079700885052795
7,7,88.0,25.0,0.036720438058412415,0.22989859015712652,-0.012064356239727502,-0.32536333156225294
8,8,88.0,25.0,0.041318409861554946,0.03495047278296831,-0.01857162287097256,-0.036509270768937174
9,9,88.0,25.0,0.04201741931721431,0.23033375255091532,-0.019301808286351304,-0.3349933936076143
10,10,88.0,25.0,0.046624094368232616,0.035491746487867515,-0.02600167615850359,-0.048459204827297764
11,11,88.0,25.0,0.04733392929798996,0.23097670375655463,-0.026970860255049547,-0.3492311540913985
12,12,88.0,25.0,0.05195346337312105,0.03624851994310033,-0.03395548333687752,-0.06517358148178626
13,13,88.0,25.0,0.05267843377198306,-0.1583705623252607,-0.035258954966513247,0.2166057710392259
14,14,88.0,25.0,0.049511022525477844,-0.3529711865293511,-0.030926839545728727,0.49796129636819403
15,15,88.0,25.0,0.04245159879489082,-0.1574271433865237,-0.02096761361836485,0.19569445294696286
16,16,88.0,25.0,0.039303055927160345,-0.35224299372826195,-0.017053724559425592,0.4816899673416876
17,17,88.0,25.0,0.032258196052595105,-0.54712013057136,-0.007419925212591839,0.7689496146207896
18,18,88.0,25.0,0.021315793441167904,-0.7421391677366364,0.007959067079823953,1.0592886797876342
19,19,88.0,25.0,0.006473010086435176,-0.9373656410315879,0.029144840675576638,1.3544590555739315
20,20,88.0,25.0,-0.012274302734196583,-1.13284103289939,0.05623402178705527,1.6561149915583304
21,21,88.0,25.0,-0.034931123392184384,-0.9384184069501544,0.08935632161822188,1.3814661333285032
