,timestep,episode,reward,obs_ax0,obs_ax1,obs_ax2,obs_ax3
7,7,204.0,28.0,-0.03492831858409924,0.17128006310339072,-0.0393903399877798,-0.3439767817465929
8,8,204.0,28.0,-0.03150271732203143,-0.023260027946237688,-0.046269875622711655,-0.06397076744949531
9,9,204.0,28.0,-0.03196791788095618,0.17249372643315378,-0.04754929097170156,-0.3708856280275786
10,10,204.0,28.0,-0.028518043352293104,-0.021921565809073035,-0.05496700353225313,-0.09356652217392436
11,11,204.0,28.0,-0.028956474668474563,0.17394337910875776,-0.05683833397573162,-0.40307237827692494
12,12,204.0,28.0,-0.025477607086299408,-0.020328312487087885,-0.06489978154127012,-0.12883689839527546
13,13,204.0,28.0,-0.025884173336041167,-0.21446342019847162,-0.06747651950917563,0.1426855641498656
14,14,204.0,28.0,-0.0301734417400106,-0.4085573685758406,-0.06462280822617832,0.41334089801513696
15,15,204.0,28.0,-0.03834458911152741,-0.6027066328803014,-0.05635599026587558,0.684971030275302
16,16,204.0,28.0,-0.05039872176913344,-0.7970027450577196,-0.04265656966036954,0.9593926158317277
17,17,204.0,28.0,-0.06633877667028783,-0.9915260906206548,-0.02346871734373499,1.2383749823213641
18,18,204.0,28.0,-0.08616929848270093,-1.1863388498786223,0.0012987823026922932,1.523614481035071
19,19,204.0,28.0,-0.10989607548027337,-0.9912326077010358,0.031771071923393714,1.2313372064923946
20,20,204.0,28.0,-0.1297207276342941,-0.7965333807530768,0.05639781605324161,0.9487748746766463
21,21,204.0,28.0,-0.14565139524935564,-0.9923674126788989,0.07537331354677454,1.2586310468327082
22,22,204.0,28.0,-0.16549874350293362,-0.7982864807987573,0.1005459344834287,0.9904749858138793
23,23,204.0,28.0,-0.18146447311890876,-0.6046434941180405,0.12035543419970629,0.7309882154331873
24,24,204.0,28.0,-0.19355734300126956,-0.411372267140131,0.13497519850837003,0.4784776871784297
25,25,204.0,28.0,-0.20178478834407218,-0.6081157994532888,0.14454475225193864,0.8104711404374465
26,26,204.0,28.0,-0.21394710433313796,-0.804890937394976,0.16075417506068757,1.1449040992730128
27,27,204.0,28.0,-0.23004492308103747,-1.0017051759617148,0.18365225704614782,1.4833775583310946
28,28,204.0,28.0,-0.25007902660027176,-1.1985297936835364,0.21331980821276972,1.8273403220884221
0,0,205.0,12.0,-0.006468812547347803,-0.02450973570323317,-0.038893217373774214,-0.04542939798998639
1,1,205.0,12.0,-0.006959007261412467,0.17114771530078024,-0.03980180533357394,-0.3501253501002587
2,2,205.0,12.0,-0.003536052955396862,-0.023386243726485345,-0.046804312335579114,-0.07025415559181952
3,3,205.0,12.0,-0.0040037778299265685,-0.217807016628067,-0.0482093954474155,0.20730218776523446
4,4,205.0,12.0,-0.00835991816248791,-0.022030031283181956,-0.044063351692110814,-0.10019016830884492
5,5,205.0,12.0,-0.008800518788151548,0.1736948158492796,-0.04606715505828771,-0.4064429074177708
6,6,205.0,12.0,-0.005326622471165956,0.36943870736895057,-0.05419601320664313,-0.7132862002671165
7,7,205.0,12.0,0.002062151676213056,0.5652674537962117,-0.06846173721198545,-1.0225238621557131
8,8,205.0,12.0,0.013367500752137289,0.7612313001046374,-0.08891221445509971,-1.3358930685989288
9,9,205.0,12.0,0.028592126754230035,0.9573539262165627,-0.1156300758270783,-1.6550207187129335
10,10,205.0,12.0,0.04773920527856129,1.1536199755339114,-0.14873049020133697,-1.9813734188721015
11,11,205.0,12.0,0.07081160478923952,1.3499606105277002,-0.188357958578779,-2.3161986995608883
12,12,205.0,12.0,0.09781081699979352,1.5462368797985058,-0.23468193256999675,-2.660456171271192
0,0,206.0,25.0,-0.01607010201993199,0.037990988137428086,-0.021660660188536962,-0.019815380215522007
1,1,206.0,25.0,-0.015310282257183427,0.2334167714424114,-0.022056967792847403,-0.3192530259723488
2,2,206.0,25.0,-0.010641946828335198,0.0386157871952337,-0.02844202831229438,-0.033606848893166896
3,3,206.0,25.0,-0.009869631084430524,0.234133817579807,-0.029114165290157718,-0.3351261083539271
4,4,206.0,25.0,-0.005186954732834383,0.42965775966362374,-0.03581668745723626,-0.6368460860286264
5,5,206.0,25.0,0.003406200460438091,0.23505312296836303,-0.04855360917780879,-0.35565420007323717
6,6,206.0,25.0,0.008107262919805352,0.4308305763354282,-0.05566669317927354,-0.6632434490979828
7,7,206.0,25.0,0.016723874446513916,0.2365254522518233,-0.0689315621612332,-0.38859478476180154
8,8,206.0,25.0,0.021454383491550384,0.042446174535818615,-0.07670345785646923,-0.11841706290376325
9,9,206.0,25.0,0.022303306982266756,-0.15149776663196177,-0.0790717991145445,0.14911476757714637
10,10,206.0,25.0,0.01927335164962752,-0.3454036218727816,-0.07608950376300157,0.41584185705780213
11,11,206.0,25.0,0.012365279212171888,-0.14929038653917284,-0.06777266662184553,0.10017442357990408
12,12,206.0,25.0,0.009379471481388431,-0.34337888499439706,-0.06576917815024745,0.37072890689909777
13,13,206.0,25.0,0.0025118937815004896,-0.14738718084683133,-0.058354600012265494,0.05805475419300071
14,14,206.0,25.0,-0.00043584983543613724,0.048520812276689945,-0.05719350492840548,-0.25245355646153395
15,15,206.0,25.0,0.0005345664100976617,0.24441082535365324,-0.062242576057636154,-0.5626138503971463
16,16,206.0,25.0,0.005422782917170727,0.05021498940521171,-0.07349485306557908,-0.29017167443993075
17,17,206.0,25.0,0.006427082705274961,0.24630378008903278,-0.07929828655437769,-0.6050988786731033
18,18,206.0,25.0,0.011353158307055616,0.4424398705727427,-0.09140026412783976,-0.9216677594376022
19,19,206.0,25.0,0.02020195571851047,0.2486639216688152,-0.1098336193165918,-0.6590513744176322
20,20,206.0,25.0,0.025175234151886775,0.4451292395744818,-0.12301464680494445,-0.9841998038942388
21,21,206.0,25.0,0.034077818943376414,0.25185072830070665,-0.14269864288282924,-0.732548037505306
22,22,206.0,25.0,0.039114833509390545,0.4486258589441243,-0.15734960363293535,-1.0665218086400825
23,23,206.0,25.0,0.04808735068827303,0.6454398542911908,-0.178680039805737,-1.4041657880324878
24,24,206.0,25.0,0.06099614777409684,0.84227331472483,-0.20676335556638675,-1.7469681942628958
25,25,206.0,25.0,0.07784161406859344,0.6500144952206302,-0.24170271945164468,-1.5250787126277991
0,0,207.0,14.0,0.037863348520331075,-0.012416890875366772,0.013011616109196975,-0.049883105007374064
1,1,207.0,14.0,0.03761501070282374,0.18251609268919083,0.012013954009049494,-0.3384325215777716
2,2,207.0,14.0,0.04126533255660756,0.3774650464711725,0.005245303577494062,-0.627302831511794
3,3,207.0,14.0,0.04881463348603101,0.5725133948017087,-0.007300753052741819,-0.9183292170319046
4,4,207.0,14.0,0.06026490138206518,0.7677332777142798,-0.02566733739337991,-1.2132976397047268
5,5,207.0,14.0,0.07561956693635077,0.9631768959820949,-0.049933290187474444,-1.5139118705598964
6,6,207.0,14.0,0.09488310485599268,0.768693717444767,-0.08021152759867237,-1.2372249983172285
7,7,207.0,14.0,0.11025697920488801,0.5746886668605214,-0.10495602756501693,-0.9707099855816208
8,8,207.0,14.0,0.12175075254209844,0.38112005071317634,-0.12437022727664934,-0.7127552749321437
9,9,207.0,14.0,0.12937315355636198,0.5777244618827855,-0.1386253327752922,-1.041854685011819
10,10,207.0,14.0,0.14092764279401768,0.38468859330367927,-0.1594624264755286,-0.7957040439460283
11,11,207.0,14.0,0.14862141466009127,0.19207226703013794,-0.17537650735444918,-0.5571287194227215
12,12,207.0,14.0,0.15246286000069403,0.38916624968100455,-0.1865190817429036,-0.8995316230159258
13,13,207.0,14.0,0.16024618499431412,0.1969947934085217,-0.20450971420322211,-0.6707932689766205
14,14,207.0,14.0,0.16418608086248454,0.3942840665658863,-0.21792557958275452,-1.0202677272104974
0,0,208.0,64.0,-0.011469504557787294,-0.04880673328012991,-0.010112891637721479,-0.024984445274593526
1,1,208.0,64.0,-0.012445639223389891,-0.24378220788781152,-0.01061258054321335,0.26449067211019045
2,2,208.0,64.0,-0.01732128338114612,-0.43875108820838243,-0.00532276710100954,0.5538074835829685
3,3,208.0,64.0,-0.026096305145313768,-0.6337978929421673,0.005753382570649831,0.8448086600275574
4,4,208.0,64.0,-0.03877226300415711,-0.4387549182014985,0.02264955577120098,0.5539405251954277
5,5,208.0,64.0,-0.04754736136818708,-0.6341874715396895,0.033728366275109535,0.8536725654607411
6,6,208.0,64.0,-0.06023111079898087,-0.8297525218886678,0.05080181758432436,1.1567675599931861
7,7,208.0,64.0,-0.07682616123675423,-0.6353282818941287,0.07393716878418809,0.8804367610076627
8,8,208.0,64.0,-0.0895327268746368,-0.44128444939958056,0.09154590400434134,0.61188396277134
9,9,208.0,64.0,-0.09835841586262842,-0.24755315318248655,0.10378358325976815,0.3493807822898954
10,10,208.0,64.0,-0.10330947892627815,-0.05404856715457185,0.11077119890556605,0.09114331175962687
11,11,208.0,64.0,-0.10439045026936958,-0.2505695594778944,0.11259406514075859,0.4166182991637252
12,12,208.0,64.0,-0.10940184145892747,-0.05720834134611691,0.12092643112403309,0.16144577879035327
13,13,208.0,64.0,-0.1105460082858498,0.1359935545591402,0.12415534669984016,-0.09077493736903386
14,14,208.0,64.0,-0.107826137194667,-0.060669051857997536,0.12233984795245947,0.2383562601344278
15,15,208.0,64.0,-0.10903951823182695,-0.2573070412451276,0.12710697315514802,0.566986939894119
16,16,208.0,64.0,-0.1141856590567295,-0.06417574670579487,0.1384467119530304,0.3168959541593409
17,17,208.0,64.0,-0.1154691739908454,0.12873064463700384,0.14478463103621722,0.07087851697920863
18,18,208.0,64.0,-0.11289456109810532,0.3215121391578617,0.1462022013758014,-0.17284999690118208
19,19,208.0,64.0,-0.10646431831494808,0.5142719942950416,0.14274520143777775,-0.416074604940564
20,20,208.0,64.0,-0.09617887842904725,0.3174460593047683,0.13442370933896647,-0.08201380800976127
21,21,208.0,64.0,-0.08982995724295188,0.510410597129316,0.13278343317877125,-0.32944777989017093
22,22,208.0,64.0,-0.07962174530036556,0.3136729852007727,0.12619447758096783,0.0019845960970732435
23,23,208.0,64.0,-0.07334828559635011,0.5067804505493757,0.1262341695029093,-0.24837044536688735
24,24,208.0,64.0,-0.06321267658536259,0.31010297139569765,0.12126676059557155,0.08131270006172375
25,25,208.0,64.0,-0.05701061715744864,0.11347020370154698,0.12289301459680603,0.40966091180387787
26,26,208.0,64.0,-0.0547412130834177,0.3066550403774935,0.1310862328328836,0.15810878283901492
27,27,208.0,64.0,-0.04860811227586783,0.4996803627328555,0.13424840848966388,-0.09051603527305971
28,28,208.0,64.0,-0.03861450502121072,0.6926481675872402,0.13243808778420268,-0.3380127334820304
29,29,208.0,64.0,-0.024761541669465918,0.49591472704803197,0.12567783311456207,-0.00667372462133381
30,30,208.0,64.0,-0.014843247128505278,0.689031181987049,0.1255443586221354,-0.25721163147341103
31,31,208.0,64.0,-0.0010626234887642968,0.4923613068530831,0.12040012599266717,0.0722845497404146
32,32,208.0,64.0,0.008784602648297366,0.29573744526343226,0.12184581698747546,0.400397377781658
33,33,208.0,64.0,0.014699351553566012,0.48893936100660046,0.12985376454310862,0.1484772054173431
34,34,208.0,64.0,0.02447813877369802,0.6819858224726874,0.13282330865145547,-0.10058474619599622
35,35,208.0,64.0,0.03811785522315177,0.8749788560170553,0.13081161372753555,-0.3485891230522664
36,36,208.0,64.0,0.055617432343492874,1.0680212412484171,0.12383983126649023,-0.5973297459483164
37,37,208.0,64.0,0.07697785716846121,0.8714038594496607,0.1118932363475239,-0.26834640364060425
38,38,208.0,64.0,0.09440593435745442,1.0647659011922639,0.10652630827471182,-0.5237476666439611
39,39,208.0,64.0,0.1157012523812997,0.8683186932489341,0.0960513549418326,-0.1994876801509125
40,40,208.0,64.0,0.13306762624627838,1.0619449993093606,0.09206160133881436,-0.46039269497214746
41,41,208.0,64.0,0.1543065262324656,1.255653321888738,0.0828537474393714,-0.7226968459630565
42,42,208.0,64.0,0.17941959267024035,1.0594890349412396,0.06839981052011028,-0.40512865944745274
43,43,208.0,64.0,0.20060937336906515,0.8634671310896396,0.06029723733116123,-0.09168948948442146
44,44,208.0,64.0,0.21787871599085795,1.0576753176191358,0.0584634475414728,-0.3647557117534224
45,45,208.0,64.0,0.23903222234324067,1.2519197866225555,0.05116833330640435,-0.6384461513137808
46,46,208.0,64.0,0.26407061807569177,1.4462923240569878,0.038399410280128735,-0.9145864349660401
47,47,208.0,64.0,0.29299646455683154,1.6408744580983434,0.020107681580807932,-1.1949578243811605
48,48,208.0,64.0,0.3258139537187984,1.4454980003797404,-0.0037914749068152787,-0.8960411215698978
49,49,208.0,64.0,0.3547239137263932,1.2504276592397416,-0.021712297338213234,-0.6045524039526815
50,50,208.0,64.0,0.37973246691118806,1.0556159738139759,-0.033803345417266865,-0.31878666614525025
51,51,208.0,64.0,0.40084478638746757,0.8609913582933875,-0.04017907874017187,-0.03695281119410576
52,52,208.0,64.0,0.4180646135533353,0.666467925873363,-0.040918134964053984,0.24278737512287613
53,53,208.0,64.0,0.43139397207080254,0.8621497363057382,-0.036062387461596464,-0.0625162282015338
54,54,208.0,64.0,0.44863696679691734,1.0577696823983833,-0.03731271202562714,-0.3663554098435242
55,55,208.0,64.0,0.469792360444885,1.2534014513027973,-0.04463982022249762,-0.6705662043929541
56,56,208.0,64.0,0.4948603894709409,1.0589276107346375,-0.058051144310356705,-0.3922657920872393
57,57,208.0,64.0,0.5160389416856337,1.2548232716229797,-0.06589646015210149,-0.7026717579022295
58,58,208.0,64.0,0.5411354071180933,1.450793645307389,-0.07994989531014608,-1.015348862563422
59,59,208.0,64.0,0.5701512800242411,1.6468854700529219,-0.10025687256141452,-1.3320272745320865
60,60,208.0,64.0,0.6030889894252995,1.4531604798589237,-0.12689741805205626,-1.072325144559572
61,61,208.0,64.0,0.632152199022478,1.6497105275900794,-0.1483439209432477,-1.401987416210701
62,62,208.0,64.0,0.6651464095742796,1.4567100392220096,-0.1763836692674617,-1.1591195422491203
63,63,208.0,64.0,0.6942806103587198,1.653635787401748,-0.19956606011244413,-1.5015134468214517
64,64,208.0,64.0,0.7273533261067547,1.8505421357751293,-0.22959632904887317,-1.849294621684686
0,0,209.0,23.0,0.008724095547950762,-0.021690925897092195,0.033589099030774075,-0.004541354628908735
1,1,209.0,23.0,0.008290277030008918,-0.21727809075112026,0.0334982719381959,0.2985472463959193
2,2,209.0,23.0,0.003944715214986513,-0.41286113174498407,0.039469216866114286,0.6016038706254225
3,3,209.0,23.0,-0.004312507419913169,-0.21831287063504543,0.05150129427862274,0.32160968988303595
4,4,209.0,23.0,-0.008678764832614077,-0.0239607092088574,0.05793348807628346,0.04560267256573164
5,5,209.0,23.0,-0.009157979016791225,-0.2198634797315978,0.05884554152759809,0.3559867559750822
6,6,209.0,23.0,-0.013555248611423182,-0.02562539996841423,0.06596527664709974,0.08242455236596141
7,7,209.0,23.0,-0.014067756610791467,-0.22162789483718884,0.06761376769441897,0.3951685893555762
8,8,209.0,23.0,-0.018500314507535243,-0.41764081250876955,0.07551713948153049,0.7083794542393433
9,9,209.0,23.0,-0.026853130757710633,-0.2236416378775733,0.08968472856631736,0.44039100007001886
10,10,209.0,23.0,-0.0313259635152621,-0.029895785556578236,0.09849254856771773,0.17727219023889174
11,11,209.0,23.0,-0.03192387922639367,0.16368880538033923,0.10203799237249557,-0.08278737822710008
12,12,209.0,23.0,-0.028650103118786886,0.35721127863817986,0.10038224480795357,-0.3416140783143975
13,13,209.0,23.0,-0.02150587754602329,0.5507724266393617,0.09354996324166562,-0.6010313593924789
14,14,209.0,23.0,-0.010490429013236055,0.7444697952741027,0.08152933605381604,-0.8628433786190888
15,15,209.0,23.0,0.004398966892246,0.9383927142766946,0.06427246848143427,-1.1288184543879458
16,16,209.0,23.0,0.023166821177779892,1.1326166598729694,0.04169609939367535,-1.400669734208463
17,17,209.0,23.0,0.045819154375239285,1.327196366570382,0.013682704709506086,-1.6800305124998163
18,18,209.0,23.0,0.07236308170664693,1.5221571180721112,-0.01991790554049024,-1.9684216756247155
19,19,209.0,23.0,0.10280622406808915,1.7174836880940048,-0.059286339052984555,-2.267208891721441
20,20,209.0,23.0,0.13715589782996923,1.5229628293431712,-0.10463051688741337,-1.9933602147333993
21,21,209.0,23.0,0.16761515441683267,1.329080378939037,-0.14449772118208137,-1.7348322657806237
22,22,209.0,23.0,0.19419676199561342,1.5255250682734385,-0.17919436649769385,-2.0687630336863725
23,23,209.0,23.0,0.22470726336108218,1.3326225599748829,-0.2205696271714213,-1.8364441657745474
0,0,210.0,22.0,-0.01875329575069258,0.04477019087760624,0.033134534302671964,-0.012270930905311617
1,1,210.0,22.0,-0.017857891933140455,0.23940166719345157,0.032889115684565734,-0.294318125357552
2,2,210.0,22.0,-0.013069858589271423,0.43403965968263003,0.027002753177414695,-0.5764495673894614
3,3,210.0,22.0,-0.0043890653956188234,0.23854981793312113,0.015473761829625466,-0.27538385943216226
4,4,210.0,22.0,0.00038193096304359967,0.043210552583815454,0.009966084640982222,0.02213906509654051
5,5,210.0,22.0,0.0012461420147199089,-0.15205289360957,0.010408865942913032,0.31794966929809937
6,6,210.0,22.0,-0.0017949158574714912,0.042919270977269636,0.01676785932887502,0.028567416722727
7,7,210.0,22.0,-0.0009365304379260985,0.23779679618430352,0.01733920766332956,-0.2587782584282777
8,8,210.0,22.0,0.003819405485759972,0.43266697394330755,0.012163642494764006,-0.5459421140330212
9,9,210.0,22.0,0.012472744964626123,0.627615924433749,0.0012448002141035829,-0.8347678846879023
10,10,210.0,22.0,0.025025063453301105,0.4324769893672885,-0.015450557479654462,-0.5416937376996198
11,11,210.0,22.0,0.033674603240646875,0.23757556768433916,-0.02628443223364686,-0.25391878276345675
12,12,210.0,22.0,0.038426114594333656,0.43306276946544286,-0.031362807888915996,-0.554775032190806
13,13,210.0,22.0,0.04708736998364251,0.6286107291487341,-0.042458308532732116,-0.857171878018075
14,14,210.0,22.0,0.05965958456661719,0.43409217736910943,-0.05960174609309361,-0.5781359985391913
15,15,210.0,22.0,0.06834142811399938,0.6299965969531601,-0.07116446606387744,-0.8889833794987752
16,16,210.0,22.0,0.08094136005306257,0.8260083733220198,-0.08894413365385295,-1.2031615471332464
17,17,210.0,22.0,0.09746152751950296,0.6321417704900147,-0.11300736459651789,-0.9396262628105482
18,18,210.0,22.0,0.11010436292930326,0.4387095963098795,-0.13179988985272886,-0.6844822183003247
19,19,210.0,22.0,0.11887855485550085,0.6353913158301975,-0.14548953421873537,-1.0155831334624774
20,20,210.0,22.0,0.1315863811721048,0.8321220402947122,-0.16580119688798492,-1.3501847276956813
21,21,210.0,22.0,0.14822882197799905,0.6394251125424696,-0.19280489144189855,-1.1136256997902783
22,22,210.0,22.0,0.16101732422884846,0.8364829207978203,-0.21507740543770412,-1.4600694745443024
0,0,211.0,10.0,-0.01597653949520824,-0.022131680393763675,0.022161864523598876,0.04989229962224136
1,1,211.0,10.0,-0.016419173103083513,-0.2175642850636542,0.023159710516043704,0.34948427461851594
2,2,211.0,10.0,-0.020770458804356597,-0.4130078330462335,0.03014939600841402,0.64937932346255
3,3,211.0,10.0,-0.029030615465281268,-0.21831854956963262,0.04313698247766502,0.36634069520423573
4,4,211.0,10.0,-0.03339698645667392,-0.41402610456738415,0.050463796381749734,0.6723072807171189
5,5,211.0,10.0,-0.0416775085480216,-0.6098118576816064,0.06390994199609211,0.9804421094172325
6,6,211.0,10.0,-0.05387374570165373,-0.8057295087985061,0.08351878418443676,1.2924953586004713
7,7,211.0,10.0,-0.06998833587762385,-1.0018078739330392,0.10936869135644618,1.6101136968202245
8,8,211.0,10.0,-0.09002449335628462,-1.1980387223858215,0.14157096529285068,1.9347916415914035
9,9,211.0,10.0,-0.11398526780400106,-1.394362687109259,0.18026679812467875,2.267814390622587
10,10,211.0,10.0,-0.14187252154618624,-1.5906529789607569,0.22562308593713049,2.610190629149711
0,0,212.0,17.0,0.03279076871092332,-0.02033614597258686,0.030623892770675135,0.037293617610161645
1,1,212.0,17.0,0.03238404579147158,-0.21588355804529094,0.03136976512287837,0.33947922212173665
2,2,212.0,17.0,0.028066374630565764,-0.021221685531171458,0.038159349565313104,0.05685126950731534
3,3,212.0,17.0,0.027641940919942334,0.1733329371105742,0.03929637495545941,-0.22355209047445285
4,4,212.0,17.0,0.03110859966215382,-0.02232798969924149,0.034825333145970354,0.08126288451571145
5,5,212.0,17.0,0.03066203986816899,-0.21793140794549154,0.03645059083628458,0.3847266869272613
6,6,212.0,17.0,0.026303411709259157,-0.4135513792463573,0.04414512457482981,0.6886758340516657
7,7,212.0,17.0,0.01803238412433201,-0.6092573058622339,0.05791864125586312,0.994923179396071
8,8,212.0,17.0,0.00584723800708733,-0.4149558731013627,0.07781710484378454,0.7209783036008279
9,9,212.0,17.0,-0.002451879454939925,-0.6110631948551426,0.0922366709158011,1.0371042353571949
10,10,212.0,17.0,-0.014673143352042776,-0.4172802007854449,0.11297875562294499,0.7747444862012104
11,11,212.0,17.0,-0.023018747367751675,-0.2238786224253852,0.1284736453469692,0.519636749489317
12,12,212.0,17.0,-0.027496319816259378,-0.4205528916396597,0.13886638033675555,0.8498842801997182
13,13,212.0,17.0,-0.03590737764905257,-0.2275699958431833,0.15586406594074992,0.6038921732542373
14,14,212.0,17.0,-0.04045877756591624,-0.4244887942384321,0.16794190940583467,0.9413284497317476
15,15,212.0,17.0,-0.048948553450684884,-0.23197940958488225,0.18676847840046962,0.7057701809530187
16,16,212.0,17.0,-0.05358814164238253,-0.4291304227114514,0.20088388201953,1.050945098142337
17,17,212.0,17.0,-0.062170750096611556,-0.237156815403274,0.22190278398237673,0.8274388415653346
0,0,213.0,12.0,-0.044022358167119115,-0.0331512785014955,-0.025132448651835195,-0.024670579198173715
1,1,213.0,12.0,-0.044685383737149025,-0.22790396120943127,-0.02562586023579867,0.25997802746523135
2,2,213.0,12.0,-0.04924346296133765,-0.03242573880353583,-0.02042629968649404,-0.04067621410077782
3,3,213.0,12.0,-0.04989197773740837,0.16298307613479068,-0.021239823968509597,-0.3397332047864482
4,4,213.0,12.0,-0.04663231621471255,0.3584007047360268,-0.028034488064238562,-0.63903756983299
5,5,213.0,12.0,-0.039464302119992016,0.553902093387195,-0.040815239460898364,-0.9404154820882953
6,6,213.0,12.0,-0.028386260252248115,0.7495497039249517,-0.05962354910266427,-1.24563883619333
7,7,213.0,12.0,-0.01339526617374908,0.5552410971786873,-0.08453632582653087,-0.9722127824698741
8,8,213.0,12.0,-0.0022904442301753345,0.751389470160956,-0.10398058147592834,-1.2902087412702778
9,9,213.0,12.0,0.012737345173043787,0.9476686439004642,-0.1297847563013339,-1.6135525465420162
10,10,213.0,12.0,0.03169071805105307,1.1440616351504869,-0.16205580723217422,-1.9437141585378481
11,11,213.0,12.0,0.054571950754062806,0.9509963778198998,-0.2009300904029312,-1.705346820386175
12,12,213.0,12.0,0.0735918783104608,1.1477832092499378,-0.2350370268106547,-2.053265200197691
0,0,214.0,21.0,-0.023890196189386773,0.016415274641427155,-0.04808307600413469,-0.041454704924495524
1,1,214.0,21.0,-0.02356189069655823,0.2121925705593336,-0.0489121701026246,-0.34891221676546597
2,2,214.0,21.0,-0.01931803928537156,0.01779916831933004,-0.05589041443793392,-0.07204528884830408
3,3,214.0,21.0,-0.018962055918984956,0.2136759945863511,-0.0573313202149,-0.3818249751329489
4,4,214.0,21.0,-0.014688536027257934,0.019412977634823275,-0.06496781971755898,-0.10775538405076485
5,5,214.0,21.0,-0.014300276474561469,0.21540286298805866,-0.06712292739857428,-0.4202071072919577
6,6,214.0,21.0,-0.009992219214800296,0.021293005641249724,-0.07552706954441343,-0.14941732001321706
7,7,214.0,21.0,-0.009566359101975301,-0.17267073002376324,-0.07851541594467777,0.11851499811085309
8,8,214.0,21.0,-0.013019773702450567,-0.3665850620895137,-0.07614511598246071,0.3854305706868047
9,9,214.0,21.0,-0.02035147494424084,-0.17046936135726096,-0.06843650456872462,0.06974439121031095
10,10,214.0,21.0,-0.02376086217138606,0.025563607775940828,-0.0670416167445184,-0.24372136302688263
11,11,214.0,21.0,-0.023249590015867242,0.22157590693166565,-0.07191604400505605,-0.556774788497562
12,12,214.0,21.0,-0.01881807187723393,0.0275333588027718,-0.08305153977500729,-0.2875884173835922
13,13,214.0,21.0,-0.018267404701178495,0.22373543184263378,-0.08880330812267913,-0.6052662163819748
14,14,214.0,21.0,-0.013792696064325819,0.029960187129417504,-0.10090863245031863,-0.3418225551778476
15,15,214.0,21.0,-0.01319349232173747,0.2263621922597881,-0.10774508355387558,-0.6645437456470107
16,16,214.0,21.0,-0.008666248476541707,0.42280488108212366,-0.1210359584668158,-0.9891148553551086
17,17,214.0,21.0,-0.00021015085489923396,0.619320891792563,-0.14081825557391797,-1.317230081650495
18,18,214.0,21.0,0.012176266980952026,0.4262326177238559,-0.16716285720692786,-1.0717284773244433
19,19,214.0,21.0,0.020700919335429144,0.23366723901199926,-0.18859742675341673,-0.8358240375526842
20,20,214.0,21.0,0.02537426411566913,0.430795496908183,-0.20531390750447043,-1.18139277836079
21,21,214.0,21.0,0.03399017405383279,0.23884218207063054,-0.22894176307168623,-0.9594492876586842
0,0,215.0,28.0,-0.02508682320713961,0.04538224469027666,0.005142095286065698,-0.0362390902308261
1,1,215.0,28.0,-0.024179178313334077,-0.1498130661679684,0.0044173134814491765,0.25806177452651985
2,2,215.0,28.0,-0.027175439636693444,-0.34499780162986343,0.009578548971979572,0.5521347072342744
3,3,215.0,28.0,-0.034075395669290715,-0.540252955305459,0.02062124311666506,0.8478200523959445
4,4,215.0,28.0,-0.0448804547753999,-0.34541826046618196,0.03757764416458395,0.561692361741198
5,5,215.0,28.0,-0.05178881998472354,-0.15084325125930934,0.04881149139940791,0.28108111769640554
6,6,215.0,28.0,-0.054805685009909726,0.04354968164653594,0.05443311375333602,0.004183894868527327
7,7,215.0,28.0,-0.053934691376979,0.2378504411479109,0.05451679165070656,-0.27084013765705917
8,8,215.0,28.0,-0.04917768255402079,0.43215377643085573,0.04909998889756538,-0.5458421354272613
9,9,215.0,28.0,-0.04053460702540367,0.2363775645082643,0.038183146189020155,-0.23810213343924452
10,10,215.0,28.0,-0.03580705573523839,0.4309338119514089,0.033421103520235265,-0.5185006727153261
11,11,215.0,28.0,-0.02718837949621021,0.23535765267867895,0.023051090065928745,-0.2154762827582749
12,12,215.0,28.0,-0.022481226442636632,0.03991387365823851,0.018741564410763245,0.08438792235913911
13,13,215.0,28.0,-0.02168294896947186,-0.15547164488080878,0.020429322857946026,0.3829244277333703
14,14,215.0,28.0,-0.024792381867088036,-0.3508776121225449,0.028087811412613434,0.6819780182920001
15,15,215.0,28.0,-0.03180993410953893,-0.15615676376172108,0.04172737177845344,0.39826868410543353
16,16,215.0,28.0,-0.034933069384773356,0.038349139447894726,0.04969274546056211,0.11902808137697352
17,17,215.0,28.0,-0.034166086595815465,-0.15744827059151542,0.05207330708810158,0.4269653041480764
18,18,215.0,28.0,-0.037315052007645774,-0.35326760493617243,0.06061261317106311,0.7355987878124621
19,19,215.0,28.0,-0.044380404106369224,-0.15903297195447347,0.07532458892731235,0.46259107060859384
20,20,215.0,28.0,-0.04756106354545869,-0.35513413712373343,0.08457641033948422,0.7780332283284026
21,21,215.0,28.0,-0.054663746287933364,-0.16127069741884445,0.10013707490605228,0.5131133331944011
22,22,215.0,28.0,-0.05788916023631025,-0.35764989577257955,0.1103993415699403,0.8355976027804242
23,23,215.0,28.0,-0.06504215815176184,-0.16419517289119925,0.1271112936255488,0.579573609550637
24,24,215.0,28.0,-0.06832606160958583,-0.36084772836612017,0.13870276581656155,0.9094427884185496
25,25,215.0,28.0,-0.07554301617690824,-0.5575467822756786,0.15689162158493253,1.2423057626635126
26,26,215.0,28.0,-0.08669395182242182,-0.36474729415282814,0.18173773683820277,1.0025956893935402
